Tipo normativo	Norma	Publicação	Ementa	Data	Em vigor	Revogada	Tornada sem efeito	Alterada	Outros	Anexos
Decisão	DECISÃO Nº 067, 24/04/2017	DOU 26/04/2017, Seção 1, Pág.58	Defere parcialmente pedido de isenção de cumprimento do requisito de que trata o item 4.3 da IAC 202-1001.	2017-04-24						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-067-24-04-2017@@download/arquivo_norma/DA2017-0067.pdf
Decisão	DECISÃO Nº 068, 02/05/2017	DOU 04/05/2017, Seção 1, Pág.80	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Ivaí Aeroagrícola Ltda.- EPP.	2017-05-02						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-068-02-05-2017@@download/arquivo_norma/DA2017-0068.pdf
Decisão	DECISÃO Nº 069, 02/05/2017	DOU 04/05/2017, Seção 1, Pág.81	Defere parcialmente pedido de isenção de cumprimento do requisito de que trata o parágrafo 61.10(c)(2) do RBAC nº 61.	2017-05-02						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-069-02-05-2017@@download/arquivo_norma/DA2017-0069.pdf
Decisão	DECISÃO Nº 070, 02/05/2017	DOU 04/05/2017, Seção 1, Pág.80	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Santa Luzia Aviação Agrícola Ltda. - EPP.	2017-05-02						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-070-02-05-2017@@download/arquivo_norma/DA2017-0070.pdf
Decisão	DECISÃO Nº 071, 10/05/2017	DOU 11/05/2017, Seção 1, Pág.125	Reajusta os tetos das tarifas aeroportuárias aplicáveis ao Contrato de Concessão do Aeroporto Internacional do Rio de Janeiro/Galeão – Antônio Carlos Jobim, localizado no município do Rio de Janeiro/RJ.	2017-05-10						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-071-10-05-2017@@download/arquivo_norma/DA2017-0071.pdf
Decisão	DECISÃO Nº 072, 10/05/2017	DOU 11/05/2017, Seção 1, Pág.126	Reajusta os tetos das tarifas aeroportuárias aplicáveis ao Contrato de Concessão do Aeroporto Internacional Tancredo Neves/Confins, localizado nos municípios de Confins/MG e de Lagoa Santa/MG.	2017-05-10						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-072-10-05-2017@@download/arquivo_norma/DA2017-0072.pdf
Decisão	DECISÃO Nº 074, 16/05/2017	DOU 19/05/2017, Seção 1, Pág.95	Renova a autorização operacional de sociedade empresária de táxi aéreo e de serviço aéreo público especializado - Rotorwest Aero Táxi e Serviços Aéreos Especializados Ltda.	2017-05-16		Decisão nº 99, de 10 de julho de 2019.				https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-074-16-05-2017@@download/arquivo_norma/DA2017-0074.pdf
Decisão	DECISÃO Nº 075, 18/05/2017	DOU 22/05/2017, Seção 1, Págs.68 e 69	Defere parcialmente pedido de isenção temporária de cumprimento dos requisitos de que tratam os parágrafos 154.207(c)(2) e 154.207(d) do RBAC nº 154 no Aeroporto de Pampulha - Carlos Drummond de Andrade - SBBH.	2017-05-16						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-075-16-05-2017@@download/arquivo_norma/DA2017-0075.pdf
Decisão	DECISÃO Nº 077, 29/05/2017	DOU 30/05/2017, Seção 1, Pág.109	Homologa o processo licitatório do Leilão nº 1/2016 e adjudica os respectivos objetos às proponentes vencedoras.	2017-05-29						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-077-29-05-2017@@download/arquivo_norma/DA2017-0077 - Retificado.pdf
Decisão	DECISÃO Nº 078, 29/05/2017	DOU 30/05/2017, Seção 1, Págs.109 e 110	Reajusta os tetos das tarifas aeroportuárias (TA) e de uso das comunicações e dos auxílios de rádio e visuais em área terminal de tráfego (TAT) aplicáveis ao Contrato de Concessão do Aeroporto Internacional de São Gonçalo do Amarante, localizado no Estado do Rio Grande do Norte.	2017-05-30						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-078-29-05-2017@@download/arquivo_norma/DA2017-0078.pdf
